line_id,scene_id,order,beat,line_type,speaker,text_ko,emotion,condition,choice_id,next_or_effect,stage_direction,voice_required,branch_group,implementation_note
D1-03_018,D1-03,18,trust_bonus,dialogue,DANIEL,아직. 대신 누군가 제 객실 문을 열어 보려 했습니다. 실패했지만요.,uneasy,trust_daniel>=3,,,DECK9_BALLROOM,Y,,
D1-03_019,D1-03,19,choice_setup,dialogue,DANIEL,연락이 오면 혼자 움직이겠습니다. 당신이 따라오면 제보자는 사라져요.,firm,,,,DECK9_BALLROOM,Y,,
D1-03_020,D1-03,20,choice,choice,PLAYER_CHOICE,다니엘을 추적,choice,,D1-03_C1,priority:service_route; flag:followed_daniel,UI choice,N,D1-03_PATH,
D1-03_021,D1-03,21,choice,choice,PLAYER_CHOICE,파티 인물을 탐문,choice,,D1-03_C2,priority:party_alibis; flag:questioned_party,UI choice,N,D1-03_PATH,
D1-03_022,D1-03,22,path,branch_response,ADRIAN,"혼자 움직인다고 했지, 혼자 두겠다고는 안 했습니다.",dry,choice(D1-03_C1),,,DECK9_BALLROOM,Y,D1-03_PATH,
D1-03_023,D1-03,23,path,branch_response,NARRATION,"다니엘은 잔을 내려놓고 서비스 도어 쪽으로 향했다. 21시 22분, 그의 메신저 화면이 한 번 밝아졌다.",observe,choice(D1-03_C1),,scene_priority:D1-04,DECK9_BALLROOM,N,D1-03_PATH,
D1-03_024,D1-03,24,path,branch_response,ADRIAN,사진 기록은 알리바이가 아니라 시간표입니다. 다들 언제 프레임에서 사라졌는지부터 확인하죠.,focused,choice(D1-03_C2),,,DECK9_BALLROOM,Y,D1-03_PATH,
D1-03_025,D1-03,25,path,branch_response,NARRATION,"공식 사진에는 이블린이 21:05, 21:10, 21:15, 21:20에 연속으로 찍혀 있었다. 리처드는 같은 시간대에 바에서 술을 받고 있었다.",observe,choice(D1-03_C2),,scene_priority:D1-05; evidence:photo_sequence,DECK9_BALLROOM,N,D1-03_PATH,
D1-03_026,D1-03,26,close,dialogue,MARCUS,서비스 도어가 열렸습니다. 승인 없는 승객 태그입니다.,alert,,,,DECK9_BALLROOM,Y,,
D1-03_027,D1-03,27,close,dialogue,ADRIAN,다니엘이군요.,focused,,,,DECK9_BALLROOM,Y,,
D1-03_028,D1-03,28,close,system,SYSTEM,우선 단서가 설정되었습니다. 두 경로는 모두 회수 가능하지만 먼저 선택한 경로의 정보가 더 직접적으로 제공됩니다.,system,,,"scene_unlock:D1-04,D1-05",UI,N,,
D1-04_001,D1-04,1,opening,narration,NARRATION,음악은 서비스 도어가 닫히자 즉시 벽 뒤로 밀려났다. 좁은 복도에는 세탁 카트와 행사 장비 표식만 남아 있었다.,observe,D1-03,,,SERVICE7,N,,
D1-04_002,D1-04,2,crew,dialogue,CREW_ATTENDANT,"손님, 이 구역은 승무원 전용입니다.",nervous,,,,SERVICE7,Y,,
D1-04_003,D1-04,3,crew,dialogue,ADRIAN,검은 코트를 입은 기자가 지나갔습니까?,focused,,,,SERVICE7,Y,,
D1-04_004,D1-04,4,crew,dialogue,CREW_ATTENDANT,네. 휴대폰을 보면서 아래층 계단으로 갔어요. 누가 기다린다고 했습니다.,helpful,,,,SERVICE7,Y,,
D1-04_005,D1-04,5,crew,dialogue,ADRIAN,혼자였습니까?,focused,,,,SERVICE7,Y,,
D1-04_006,D1-04,6,crew,dialogue,CREW_ATTENDANT,제가 본 건 혼자였습니다. 문은 다시 닫혔고요.,uncertain,,,,SERVICE7,Y,,
D1-04_007,D1-04,7,inspection,narration,NARRATION,[조사: 서비스 도어 로그],observe,,,,SERVICE7,N,,
D1-04_008,D1-04,8,inspection,inspection,ADRIAN,21:22:14 승객 태그 임시 승인. 승인 출처는 ‘행사 운영 계정’. 다니엘의 태그가 7층 방향으로 통과했다.,focused,,,,SERVICE7,Y,,
D1-04_009,D1-04,9,evidence,system,SYSTEM,단서 획득: 보조 단서: 서비스 출입문 개폐 로그,system,,,flag:daniel_service7_2122,UI,N,,
D1-04_010,D1-04,10,inspection,narration,NARRATION,[조사: 계단 표지판],observe,,,,SERVICE7,N,,
D1-04_011,D1-04,11,inspection,inspection,ADRIAN,아래층에는 밸러스트 제어 별실과 기관 구역이 있다. 위쪽 화살표는 행사 레일 점검 통로를 가리킨다.,focused,,,,SERVICE7,Y,,
D1-04_012,D1-04,12,evidence,system,SYSTEM,단서 획득: 보조 단서: 밸러스트 방향 표지,system,,,flag:ballast_sign_seen,UI,N,,
D1-04_013,D1-04,13,crew,dialogue,ADRIAN,임시 승인은 누가 발급할 수 있죠?,focused,,,,SERVICE7,Y,,
D1-04_014,D1-04,14,crew,dialogue,CREW_ATTENDANT,행사 운영 책임자나 보안 책임자요. 오늘 책임자는 쇼 이사님입니다.,nervous,,,,SERVICE7,Y,,
D1-04_015,D1-04,15,choice,choice,PLAYER_CHOICE,경비에게 알리기,choice,,D1-04_C1,discovery_time:early; flag:security_alerted,UI choice,N,D1-04_METHOD,
D1-04_016,D1-04,16,choice,choice,PLAYER_CHOICE,몰래 추적,choice,,D1-04_C2,discovery_time:late; flag:stealth_follow,UI choice,N,D1-04_METHOD,
D1-04_017,D1-04,17,choice_result,branch_response,ADRIAN,보안실에 연락하세요. 다니엘 머서가 승인되지 않은 서비스 구역으로 들어갔다고.,commanding,choice(D1-04_C1),,,SERVICE7,Y,D1-04_METHOD,
D1-04_018,D1-04,18,choice_result,branch_response,CREW_ATTENDANT,알겠습니다. 벨 씨가 바로 확인할 겁니다.,relieved,choice(D1-04_C1),,discovery_time:early,SERVICE7,Y,D1-04_METHOD,
D1-04_019,D1-04,19,choice_result,branch_response,ADRIAN,아직 알리지 마세요. 누가 그를 기다리는지 먼저 보겠습니다.,low,choice(D1-04_C2),,,SERVICE7,Y,D1-04_METHOD,
D1-04_020,D1-04,20,choice_result,branch_response,NARRATION,"아래층에서 금속문이 닫히는 소리가 났다. 뒤이어 짧은 공기 배출음이 들렸지만, 파티 음악이 다시 커지며 삼켰다.",observe,choice(D1-04_C2),,flag:heard_gas_vent; discovery_time:late,SERVICE7,N,D1-04_METHOD,
D1-04_021,D1-04,21,close,monologue,ADRIAN,발소리는 하나뿐이었다. 돌아오는 소리는 없고.,internal,,,,SERVICE7,Y,,
D1-04_022,D1-04,22,close,system,SYSTEM,다니엘의 마지막 확인 동선: 21:22 7층 서비스 구역 → 7층 아래 방향.,system,,,scene_unlock:D1-05,UI,N,,
D1-05_001,D1-05,1,opening,narration,NARRATION,22시 35분. 음악이 느린 곡으로 바뀔 때 이블린은 리처드의 귀 가까이 몸을 기울였다.,observe,D1-03,,,DECK9_BALLROOM,N,,
D1-05_002,D1-05,2,message,dialogue,EVELYN,"회장님, 머서 씨가 호라이즌 룸에서 기다립니다. ‘오르페우스 호 원본’ 문제로 혼자 말씀드리겠다고 합니다.",low,,,,DECK9_BALLROOM,Y,,
D1-05_003,D1-05,3,message,dialogue,RICHARD,내가 부른 적 없다고 했잖아.,irritated,,,,DECK9_BALLROOM,Y,,
D1-05_004,D1-05,4,message,dialogue,EVELYN,메시지는 회장님 계정에서 발송되었습니다. 지금 무시하면 그가 공개석상으로 돌아올 겁니다.,controlled,,,,DECK9_BALLROOM,Y,,
D1-05_005,D1-05,5,message,dialogue,RICHARD,"젠장. 베일, 같이 가시오.",uneasy,,,,DECK9_BALLROOM,Y,,
D1-05_006,D1-05,6,inspection,dialogue,ADRIAN,메시지 원문을 보겠습니다.,focused,,,,DECK9_BALLROOM,Y,,
D1-05_007,D1-05,7,inspection,dialogue,EVELYN,회장님의 개인 통신입니다.,cool,,,,DECK9_BALLROOM,Y,,
D1-05_008,D1-05,8,inspection,dialogue,ADRIAN,방금 그 통신을 근거로 사람을 움직이려 했습니다. 이제 사건 동선입니다.,firm,,,,DECK9_BALLROOM,Y,,
D1-05_009,D1-05,9,inspection,narration,NARRATION,[조사: 리처드 명의 메시지],observe,,,,DECK9_BALLROOM,N,,
D1-05_010,D1-05,10,inspection,inspection,ADRIAN,‘22:40 호라이즌 룸. 원본을 가져오시오. 혼자.’ 발신 표시는 리처드지만 전달 헤더가 비서실 예약 발송 포맷과 같다.,focused,,,,DECK9_BALLROOM,Y,,
D1-05_011,D1-05,11,evidence,system,SYSTEM,단서 획득: 보조 단서: 리처드 명의 메시지,system,,,flag:richard_message_forged,UI,N,,
D1-05_012,D1-05,12,message,dialogue,RICHARD,이 문장은 내가 쓰는 말투가 아니오.,angry,,,,DECK9_BALLROOM,Y,,
D1-05_013,D1-05,13,message,dialogue,EVELYN,계정이 탈취되었을 가능성을 확인하겠습니다.,controlled,,,,DECK9_BALLROOM,Y,,
D1-05_014,D1-05,14,message,dialogue,ADRIAN,발송 시각은 22시 31분. 당신은 그때 사진에 찍혀 있었습니다.,focused,,,,DECK9_BALLROOM,Y,,
D1-05_015,D1-05,15,message,dialogue,EVELYN,예약 발송이라면 사진은 무관하죠.,matter_of_fact,,,,DECK9_BALLROOM,Y,,
D1-05_016,D1-05,16,message,dialogue,ADRIAN,그 가능성을 먼저 말하는군요.,suspicious,,,,DECK9_BALLROOM,Y,,
D1-05_017,D1-05,17,motif,dialogue,EVELYN,가능성을 정리하는 것이 제 일입니다.,smile,,,,DECK9_BALLROOM,Y,,
D1-05_018,D1-05,18,close,system,SYSTEM,"메타데이터 단서 등록: 발신 계정은 리처드, 예약 발송 템플릿은 비서실.",system,,,scene_unlock:D1-06,UI,N,,
D1-06_001,D1-06,1,opening,narration,NARRATION,"호라이즌 룸의 문은 반쯤 열려 있었다. 안쪽에서는 넘친 물이 카펫 끝까지 번졌고, 천장 조명 하나가 간헐적으로 깜빡였다.",observe,D1-05,,,HORIZON,N,,
D1-06_002,D1-06,2,discovery,dialogue,RICHARD,놀라지 마시오. 그리고 큰 소리를 내지 마시오.,shaken,,,,HORIZON,Y,,
D1-06_003,D1-06,3,discovery,dialogue,ADRIAN,문은 열려 있군요.,focused,,,,HORIZON,Y,,
D1-06_004,D1-06,4,discovery,dialogue,HELENA,비켜 주세요. 맥박 없습니다. 체온이 너무 낮아요.,urgent,,,,HORIZON,Y,,
D1-06_005,D1-06,5,discovery,dialogue,ADRIAN,피를 밟은 흔적이 피해자 것밖에 없습니다.,focused,,,,HORIZON,Y,,
D1-06_006,D1-06,6,discovery,dialogue,RICHARD,그렇다면 범인은 어디로 갔다는 거요?,frightened,,,,HORIZON,Y,,
D1-06_007,D1-06,7,discovery,dialogue,ADRIAN,그 질문부터 의심해야겠습니다.,calm,,,,HORIZON,Y,,
D1-06_008,D1-06,8,inspection,narration,NARRATION,[조사: 열린 출입문],observe,,,,HORIZON,N,,
D1-06_009,D1-06,9,inspection,inspection,ADRIAN,잠금은 해제되어 있고 강제 개방 흔적도 없다. 문턱의 젖은 카펫에는 들어온 신발 자국이 하나뿐이다.,focused,,,,HORIZON,Y,,
D1-06_010,D1-06,10,evidence,system,SYSTEM,단서 획득: C-02 열린 출입문,system,,,evidence:C-02,UI,N,,
D1-06_011,D1-06,11,inspection,narration,NARRATION,[조사: 혈흔과 시신 위치],observe,,,,HORIZON,N,,
D1-06_012,D1-06,12,inspection,inspection,ADRIAN,상처는 옆구리에 있지만 피 웅덩이의 중심은 어깨 위쪽으로 치우쳐 있다. 주변 벽에는 비산혈흔이 없다.,focused,,,,HORIZON,Y,,
D1-06_013,D1-06,13,evidence,system,SYSTEM,단서 획득: C-07 혈흔 중심,system,,,evidence:C-07_partial,UI,N,,
D1-06_014,D1-06,14,inspection,narration,NARRATION,[조사: 넘친 세면대],observe,,,,HORIZON,N,,
D1-06_015,D1-06,15,inspection,inspection,ADRIAN,수도는 약하게 열려 있고 배수구는 천 조각으로 막혀 있다. 물은 범행 은폐치고는 지나치게 느리게 퍼졌다.,focused,,,,HORIZON,Y,,
D1-06_016,D1-06,16,evidence,system,SYSTEM,단서 획득: 보조 단서: 넘친 물,system,,,flag:sink_overflow,UI,N,,
D1-06_017,D1-06,17,inspection,narration,NARRATION,[조사: 휴대 녹음기],observe,,,,HORIZON,N,,
D1-06_018,D1-06,18,inspection,inspection,ADRIAN,"마지막 파일에는 거친 숨소리 뒤로 ‘리…’에 가까운 음절이 남아 있다. 파일 생성 시각은 21:47, 방 발견보다 거의 한 시간 빠르다.",focused,,,,HORIZON,Y,,
D1-06_019,D1-06,19,evidence,system,SYSTEM,단서 획득: 보조 단서: 잘못된 다잉 메시지,system,,,flag:dying_message_R,UI,N,,
D1-06_020,D1-06,20,inspection,narration,NARRATION,[조사: 천장 장식 패널],observe,,,,HORIZON,N,,
D1-06_021,D1-06,21,inspection,inspection,ADRIAN,"한쪽 모서리의 먼지가 얇고, 나사 홈이 새로 긁혀 있다. 지금은 너무 높아 자세히 볼 수 없다.",focused,,,,HORIZON,Y,,
D1-06_022,D1-06,22,evidence,system,SYSTEM,단서 획득: 보조 단서: 천장 이상,system,,,flag:ceiling_suspicion,UI,N,,
D1-06_023,D1-06,23,choice,choice,PLAYER_CHOICE,즉시 봉쇄,choice,,D1-06_C1,evidenceIntegrity:+0; flag:scene_secured,UI choice,N,D1-06_PRESERVE,
D1-06_024,D1-06,24,choice,choice,PLAYER_CHOICE,먼저 시신 확인,choice,,D1-06_C2,evidenceIntegrity:-20; flag:scene_disturbed,UI choice,N,D1-06_PRESERVE,
D1-06_025,D1-06,25,choice_result,branch_response,ADRIAN,"아무도 들어오지 마십시오. 마커스에게 복도 봉쇄와 출입 기록 보존을 요청하세요. 헬레나, 현재 위치에서만 확인해 주세요.",commanding,choice(D1-06_C1),,,HORIZON,Y,D1-06_PRESERVE,
D1-06_026,D1-06,26,choice_result,branch_response,HELENA,알겠습니다. 사진부터 남기죠.,professional,choice(D1-06_C1),,flag:direct_blood_evidence,HORIZON,Y,D1-06_PRESERVE,
D1-06_027,D1-06,27,choice_result,branch_response,ADRIAN,"헬레나, 몸을 돌려 직접 사인을 확인해 주세요.",urgent,choice(D1-06_C2),,,HORIZON,Y,D1-06_PRESERVE,
D1-06_028,D1-06,28,choice_result,branch_response,NARRATION,"시신을 옮기는 동안 피 웅덩이 가장자리가 무너졌고, 리처드의 구두가 젖은 카펫에 한 번 닿았다.",observe,choice(D1-06_C2),,evidenceIntegrity:-20; flag:blood_pattern_indirect,HORIZON,N,D1-06_PRESERVE,
D1-06_029,D1-06,29,medical,dialogue,HELENA,"겉으로는 자상이 보이지만, 출혈량이 치명상치고 적습니다. 사망 시각도 지금 체온만으로는 장담 못 해요.",clinical,,,,HORIZON,Y,,
D1-06_030,D1-06,30,dying_message,dialogue,RICHARD,머서가 마지막으로 말한 게 내 이름이라면—,shaken,,,,HORIZON,Y,,
D1-06_031,D1-06,31,dying_message,dialogue,ADRIAN,‘리…’은 이름이 아니라 소리일 수도 있습니다. 결론부터 고르면 방이 우리에게 맞춰질 겁니다.,firm,,,,HORIZON,Y,,
D1-06_032,D1-06,32,close,system,SYSTEM,현장 상태 저장: 현장 보존도 분기. 핵심 오브젝트 5개가 조사 목록에 등록되었습니다.,system,,,scene_unlock:D1-07,UI,N,,
D1-07_001,D1-07,1,opening,narration,NARRATION,의무실 문이 닫히자 토머스 리드 선장은 모자를 벗어 진료대 위에 놓았다. 그 행동이 공식 회의보다 더 무거웠다.,observe,D1-06,,,MEDBAY,N,,
D1-07_002,D1-07,2,briefing,dialogue,THOMAS,"가까운 항구까지 열두 시간, 악천후로 접안 허가도 불확실합니다. 즉시 회항하면 승객 천이백 명이 이유를 묻게 됩니다.",grave,,,,MEDBAY,Y,,
D1-07_003,D1-07,3,briefing,dialogue,MARCUS,공식 발표는 급성 심정지로 준비할 수 있습니다. 객실 구역 통제도 최소화하고요.,professional,,,,MEDBAY,Y,,
D1-07_004,D1-07,4,briefing,dialogue,HELENA,그 발표에 제 이름은 넣지 마세요. 사인은 아직 모릅니다.,firm,,,,MEDBAY,Y,,
D1-07_005,D1-07,5,briefing,dialogue,RICHARD,베일가 조용히 조사하오. 다음 항구에서 당국에 넘기면 돼.,commanding,,,,MEDBAY,Y,,
D1-07_006,D1-07,6,briefing,dialogue,ADRIAN,조용히와 은폐는 종이 한 장 차이입니다.,cold,,,,MEDBAY,Y,,
D1-07_007,D1-07,7,briefing,dialogue,RICHARD,회사 전체가 패닉에 빠지는 걸 막자는 거요.,defensive,,,,MEDBAY,Y,,
D1-07_008,D1-07,8,systems,dialogue,THOMAS,배의 안전이 우선입니다. 승객 불안이 높아지면 제한구역 통제도 어려워집니다.,grave,,,,MEDBAY,Y,,
D1-07_009,D1-07,9,systems,dialogue,MARCUS,"보안 로그, 카메라, 승무원 출입 기록은 제공하겠습니다. 단, 승객에게는 급성 질환으로 고지합니다.",neutral,,,,MEDBAY,Y,,
D1-07_010,D1-07,10,choice,choice,PLAYER_CHOICE,수락,choice,,D1-07_C1,flag:secret_investigation; publicAnxiety:+0,UI choice,N,D1-07_CONTRACT,
D1-07_011,D1-07,11,choice,choice,PLAYER_CHOICE,제한 조건 제시,choice,,D1-07_C2,flag:investigation_conditions; trust_thomas:+1; trust_helena:+1,UI choice,N,D1-07_CONTRACT,
D1-07_012,D1-07,12,choice_result,branch_response,ADRIAN,좋습니다. 다음 항구까지 조사하죠. 단서가 사라지는 순간 계약도 끝입니다.,firm,choice(D1-07_C1),,,MEDBAY,Y,D1-07_CONTRACT,
D1-07_013,D1-07,13,choice_result,branch_response,RICHARD,필요한 권한은 제공하겠소.,relieved,choice(D1-07_C1),,flag:secret_investigation,MEDBAY,Y,D1-07_CONTRACT,
D1-07_014,D1-07,14,choice_result,branch_response,ADRIAN,"조건이 있습니다. 첫째, 헬레나의 의학 판단은 독립적일 것. 둘째, 원본 로그는 복사본보다 먼저 봉인할 것. 셋째, 새로운 위험이 생기면 승객 안전을 위해 즉시 공개할 것.",authoritative,choice(D1-07_C2),,,MEDBAY,Y,D1-07_CONTRACT,
D1-07_015,D1-07,15,choice_result,branch_response,THOMAS,선장 권한으로 승인합니다.,decisive,choice(D1-07_C2),,,MEDBAY,Y,D1-07_CONTRACT,
D1-07_016,D1-07,16,choice_result,branch_response,HELENA,저도 동의해요.,relieved,choice(D1-07_C2),,trust_thomas:+1; trust_helena:+1,MEDBAY,Y,D1-07_CONTRACT,
D1-07_017,D1-07,17,motif,dialogue,EVELYN,공식 문구는 ‘기저 질환에 의한 급성 악화’로 하겠습니다. 사실과 충돌하지 않는 최소 표현입니다.,controlled,,,,MEDBAY,Y,,
D1-07_018,D1-07,18,motif,dialogue,ADRIAN,최소 표현은 최대한 많은 걸 숨기죠.,dry,,,,MEDBAY,Y,,
D1-07_019,D1-07,19,close,dialogue,THOMAS,날이 밝으면 호라이즌 룸을 다시 보십시오. 밤의 공포가 아니라 구조를 보게 될 겁니다.,grave,,,,MEDBAY,Y,,
D1-07_020,D1-07,20,close,system,SYSTEM,게임 본편 시작. 신뢰도 / 승객 불안 / 현장 보존도 / 남은 시간 단위 시스템이 활성화됩니다.,system,,,scene_unlock:D2-01,UI,N,,
D2-01_001,D2-01,1,opening,narration,NARRATION,아침 햇빛은 호라이즌 룸의 얼룩을 더 선명하게 만들었다. 밤에는 탈출구처럼 보이던 곳들이 이제는 단순한 구조물로 보였다.,observe,D1-07,,,HORIZON,N,,
D2-01_002,D2-01,2,setup,dialogue,MARCUS,"출입문 외 가능 경로는 세 곳입니다. 외벽 발판, 공조 덕트, 설비 점검구.",professional,,,,HORIZON,Y,,
D2-01_003,D2-01,3,setup,dialogue,ADRIAN,순서는 상관없습니다. 중요한 건 가능성이 아니라 사용 흔적이죠.,focused,,,,HORIZON,Y,,
D2-01_004,D2-01,4,choice,choice,PLAYER_CHOICE,외벽 발판부터 조사,choice,,D2-01_EXT,inspect:C-03,UI choice,N,D2-01_ORDER,
D2-01_005,D2-01,5,choice,choice,PLAYER_CHOICE,공조 덕트부터 조사,choice,,D2-01_DUCT,inspect:C-04,UI choice,N,D2-01_ORDER,
D2-01_006,D2-01,6,choice,choice,PLAYER_CHOICE,설비 점검구부터 조사,choice,,D2-01_HATCH,inspect:C-05,UI choice,N,D2-01_ORDER,
D2-01_007,D2-01,7,inspection,narration,NARRATION,[조사: 외벽 발판],observe,choice(D2-01_EXT) or remaining_inspection,,,HORIZON,N,,
D2-01_008,D2-01,8,inspection,inspection,ADRIAN,난간의 염분막이 끊기지 않았다. 젖은 신발이나 손이 닿았다면 하얀 결정이 선처럼 지워졌어야 한다.,focused,choice(D2-01_EXT) or remaining_inspection,,,HORIZON,Y,,
D2-01_009,D2-01,9,evidence,system,SYSTEM,단서 획득: C-03 외벽 발판,system,choice(D2-01_EXT) or remaining_inspection,,evidence:C-03,UI,N,,
D2-01_010,D2-01,10,inspection,dialogue,MARCUS,발판 압력 센서도 21시부터 23시 사이 0입니다. 파도 충격 외 사람 무게는 없었습니다.,neutral,choice(D2-01_EXT) or remaining_inspection,,,HORIZON,Y,,
D2-01_011,D2-01,11,inspection,narration,NARRATION,[조사: 공조 덕트],observe,choice(D2-01_DUCT) or remaining_inspection,,,HORIZON,N,,
D2-01_012,D2-01,12,inspection,inspection,ADRIAN,나사 머리에 손댄 자국이 없고 내부 먼지가 입구부터 굴곡까지 균일하다. 옷감이나 몸이 지나갈 공간도 아니다.,focused,choice(D2-01_DUCT) or remaining_inspection,,,HORIZON,Y,,
D2-01_013,D2-01,13,evidence,system,SYSTEM,단서 획득: C-04 덕트 먼지,system,choice(D2-01_DUCT) or remaining_inspection,,evidence:C-04,UI,N,,
D2-01_014,D2-01,14,inspection,dialogue,MARCUS,덕트 진동 센서 역시 정상입니다. 청소 기록도 사흘 전이 마지막이고요.,neutral,choice(D2-01_DUCT) or remaining_inspection,,,HORIZON,Y,,
D2-01_015,D2-01,15,inspection,narration,NARRATION,[조사: 설비 점검구],observe,choice(D2-01_HATCH) or remaining_inspection,,,HORIZON,N,,
D2-01_016,D2-01,16,inspection,inspection,ADRIAN,실리콘 봉인이 오래된 먼지와 함께 이어져 있다. 열었다면 가장자리의 균열이 끊겼어야 한다.,focused,choice(D2-01_HATCH) or remaining_inspection,,,HORIZON,Y,,
